2018/11/28 12:14:30 [error] 9#9: *16 open() "/usr/share/nginx/html/favicon.ico" failed (2: No such file or directory), client: 172.18.0.1, server: localhost, request: "GET /favicon.ico HTTP/1.1", host: "localhost", referrer: "http://localhost/"
2019/01/10 15:42:48 [error] 8#8: *141 open() "/var/www/instreet/media/wysiwyg/categoryBanner/erkek.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/erkek.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:42:48 [error] 8#8: *142 open() "/var/www/instreet/media/wysiwyg/categoryBanner/kadin.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/kadin.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:42:48 [error] 8#8: *142 open() "/var/www/instreet/media/wysiwyg/categoryBanner/cocuk.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/cocuk.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:42:48 [error] 8#8: *141 open() "/var/www/instreet/media/wysiwyg/categoryBanner/giyim.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/giyim.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:42:48 [error] 8#8: *141 open() "/var/www/instreet/media/wysiwyg/categoryBanner/aksesuar.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/aksesuar.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/10 15:43:04 [error] 8#8: *145 open() "/var/www/instreet/media/wysiwyg/categoryBanner/erkek.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/erkek.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/10 15:43:04 [error] 8#8: *147 open() "/var/www/instreet/media/wysiwyg/categoryBanner/kadin.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/kadin.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/10 15:43:04 [error] 8#8: *147 open() "/var/www/instreet/media/wysiwyg/categoryBanner/cocuk.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/cocuk.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/10 15:43:04 [error] 8#8: *145 open() "/var/www/instreet/media/wysiwyg/categoryBanner/giyim.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/giyim.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/10 15:43:04 [error] 8#8: *145 open() "/var/www/instreet/media/wysiwyg/categoryBanner/aksesuar.jpg" failed (2: No such file or directory), client: 192.168.16.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/aksesuar.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:44:22 [error] 10#10: *1 open() "/var/www/instreet/media/wysiwyg/categoryBanner/erkek.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/erkek.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/11 13:44:22 [error] 10#10: *4 open() "/var/www/instreet/media/wysiwyg/categoryBanner/kadin.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/kadin.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/11 13:44:22 [error] 10#10: *1 open() "/var/www/instreet/media/wysiwyg/categoryBanner/cocuk.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/cocuk.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/11 13:44:22 [error] 10#10: *1 open() "/var/www/instreet/media/wysiwyg/categoryBanner/giyim.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/giyim.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/11 13:44:22 [error] 10#10: *4 open() "/var/www/instreet/media/wysiwyg/categoryBanner/aksesuar.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/aksesuar.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/"
2019/01/11 13:56:03 [error] 10#10: *5 open() "/var/www/instreet/media/wysiwyg/categoryBanner/erkek.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/erkek.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:56:03 [error] 10#10: *8 open() "/var/www/instreet/media/wysiwyg/categoryBanner/kadin.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/kadin.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:56:03 [error] 10#10: *8 open() "/var/www/instreet/media/wysiwyg/categoryBanner/cocuk.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/cocuk.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:56:03 [error] 10#10: *5 open() "/var/www/instreet/media/wysiwyg/categoryBanner/giyim.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/giyim.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:56:03 [error] 10#10: *5 open() "/var/www/instreet/media/wysiwyg/categoryBanner/aksesuar.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/aksesuar.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:57:22 [error] 10#10: *5 open() "/var/www/instreet/media/wysiwyg/categoryBanner/erkek.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/erkek.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:57:22 [error] 10#10: *10 open() "/var/www/instreet/media/wysiwyg/categoryBanner/kadin.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/kadin.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:57:22 [error] 10#10: *10 open() "/var/www/instreet/media/wysiwyg/categoryBanner/cocuk.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/cocuk.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:57:22 [error] 10#10: *5 open() "/var/www/instreet/media/wysiwyg/categoryBanner/giyim.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/giyim.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/11 13:57:23 [error] 10#10: *5 open() "/var/www/instreet/media/wysiwyg/categoryBanner/aksesuar.jpg" failed (2: No such file or directory), client: 192.168.48.1, server: local.instreet.com.tr, request: "GET /media/wysiwyg/categoryBanner/aksesuar.jpg HTTP/1.1", host: "local.instreet.com.tr", referrer: "http://local.instreet.com.tr/customer/account/login"
2019/01/14 11:07:11 [error] 8#8: *2 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/14 11:07:11 [error] 8#8: *2 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/14 11:07:11 [error] 8#8: *2 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/14 11:07:11 [error] 8#8: *2 open() "/var/www/flo/media/desktop/loading.gif" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/desktop/loading.gif HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/"
2019/01/14 11:09:20 [error] 8#8: *5 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:09:20 [error] 8#8: *9 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:09:54 [error] 8#8: *5 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:09:54 [error] 8#8: *13 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:23:19 [error] 8#8: *18 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:23:19 [error] 8#8: *15 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:23:36 [error] 8#8: *18 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:23:36 [error] 8#8: *15 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:24:36 [error] 8#8: *18 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:24:36 [error] 8#8: *15 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:26:07 [error] 8#8: *24 open() "/var/www/flo/media/wysiwyg/desktop/home/odemeLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/odemeLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/14 11:26:08 [error] 8#8: *25 open() "/var/www/flo/media/wysiwyg/desktop/home/bankaLogolari.png" failed (2: No such file or directory), client: 172.18.0.1, server: local.flo.com.tr, request: "GET /media/wysiwyg/desktop/home/bankaLogolari.png HTTP/1.1", host: "local.flo.com.tr", referrer: "http://local.flo.com.tr/customer/account/login/"
2019/01/15 14:29:33 [error] 9#9: *1 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.20.0.1, server: local.wcollection.com.tr, request: "GET /index.php/admin/admin/user_role/index/key/1b5a3a113e06840799f3728e735574c51493482c1cf9391b127f1506f19b4ad6/ HTTP/1.1", upstream: "fastcgi://172.20.0.7:9000", host: "local.wcollection.com.tr"
2019/01/15 14:29:42 [error] 9#9: *5 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.20.0.1, server: local.wcollection.com.tr, request: "GET / HTTP/1.1", upstream: "fastcgi://172.20.0.7:9000", host: "local.wcollection.com.tr"
2019/01/18 13:43:21 [error] 7#7: *202 open() "/usr/share/nginx/html/nice ports,/Trinity.txt.bak" failed (2: No such file or directory), client: 172.22.0.1, server: localhost, request: "GET /nice%20ports%2C/Tri%6Eity.txt%2ebak HTTP/1.0"
2019/01/18 14:11:07 [error] 7#7: *288 open() "/usr/share/nginx/html/nice ports,/Trinity.txt.bak" failed (2: No such file or directory), client: 172.22.0.1, server: localhost, request: "GET /nice%20ports%2C/Tri%6Eity.txt%2ebak HTTP/1.0"
2019/01/19 18:10:21 [error] 6#6: *4 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 172.25.0.1, server: local.wcollection.com.tr, request: "GET /index.php/admin/mui/index/render/key/40d622786f1dcdbf746a3f70a6427be5533c934790eb058a2f6a57291a1ce7a0/?namespace=notification_area&sorting%5Bfield%5D=created_at&sorting%5Bdirection%5D=asc&isAjax=true HTTP/1.1", upstream: "fastcgi://172.25.0.7:9000", host: "local.wcollection.com.tr", referrer: "http://local.wcollection.com.tr/index.php/admin/admin/dashboard/index/key/aa20759b71249e5226fd092eef6eb591d97c54223eba81990daadb5f7f92c331/"
2019/01/19 18:24:06 [error] 7#7: *10 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.27.0.1, server: local.wcollection.com.tr, request: "GET /index.php/admin/catalog/category/index/key/03ffcdad2efa30e0d4bac01d50db3af70ac3880702976b94277175cc1f740e67/ HTTP/1.1", upstream: "fastcgi://172.27.0.7:9000", host: "local.wcollection.com.tr", referrer: "http://local.wcollection.com.tr/index.php/admin/admin/dashboard/index/key/aa20759b71249e5226fd092eef6eb591d97c54223eba81990daadb5f7f92c331/"
2019/01/21 06:35:08 [error] 7#7: *2 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/admin/admin/index/index/key/73063b54027d27b3ae9f6d92b75ada9f51024cea2343e8598993abdd4b0d2b91/ HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr"
2019/01/21 06:47:58 [error] 7#7: *13 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/admin/admin/ HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr", referrer: "http://local.wcollection.com.tr/index.php/admin/catalog/category/edit/key/6befd5d6ed94665a2f52403c2eb09386299e6afdd6daeb584494d50cac601d90/id/3/"
2019/01/21 08:18:41 [error] 7#7: *78 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/test-kategori.html HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr"
2019/01/21 12:07:03 [error] 7#7: *365 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/test-kategori.html HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr"
2019/01/21 12:24:12 [error] 7#7: *371 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/test-kategori.html HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr"
2019/01/21 12:29:06 [error] 7#7: *377 open() "/usr/share/nginx/html/transactions" failed (2: No such file or directory), client: 172.19.0.1, server: localhost, request: "GET /transactions HTTP/1.1", host: "local.portal.com"
2019/01/21 12:36:10 [error] 7#7: *374 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/test-kategori.html HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr"
2019/01/21 13:27:21 [error] 7#7: *414 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/test-kategori.html HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr"
2019/01/21 13:33:24 [error] 7#7: *417 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/admin/mui/index/render/key/b93ca57831014ad84dac3e9693fb10538d99f9ea83e9d7493c37afec84a917f9/?namespace=notification_area&sorting%5Bfield%5D=created_at&sorting%5Bdirection%5D=asc&isAjax=true HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr", referrer: "http://local.wcollection.com.tr/index.php/admin/admin/dashboard/index/key/bba629b35d8305b61f440345fef12d01bfcbbe883ee32dbc33de81a8b5598672/"
2019/01/21 13:34:49 [error] 7#7: *421 upstream timed out (110: Connection timed out) while reading response header from upstream, client: 172.19.0.1, server: local.wcollection.com.tr, request: "GET /index.php/admin/catalog/category/index/key/4ce644342c561e1346ea9f50b256ada23eaaf7e2d8798e313a7779562ae72899/ HTTP/1.1", upstream: "fastcgi://172.19.0.7:9000", host: "local.wcollection.com.tr", referrer: "http://local.wcollection.com.tr/index.php/admin/admin/dashboard/index/key/bba629b35d8305b61f440345fef12d01bfcbbe883ee32dbc33de81a8b5598672/"
